dataset,kir,seed,comparison_method,gold_type,transition,count,rate,denominator
banking77,0.5,87,mogb_minilm,oos,comparison_only_correct,183,0.11730769230769231,1560
banking77,0.5,87,mogb_minilm,oos,both_incorrect,7,0.004487179487179487,1560
banking77,0.5,87,mogb_partition_ours_boundary,known,both_correct,817,0.5375,1520
banking77,0.5,87,mogb_partition_ours_boundary,known,trainable_only_correct,430,0.28289473684210525,1520
banking77,0.5,87,mogb_partition_ours_boundary,known,comparison_only_correct,13,0.008552631578947369,1520
banking77,0.5,87,mogb_partition_ours_boundary,known,both_incorrect,260,0.17105263157894737,1520
banking77,0.5,87,mogb_partition_ours_boundary,oos,both_correct,1364,0.8743589743589744,1560
banking77,0.5,87,mogb_partition_ours_boundary,oos,trainable_only_correct,6,0.0038461538461538464,1560
banking77,0.5,87,mogb_partition_ours_boundary,oos,comparison_only_correct,159,0.10192307692307692,1560
banking77,0.5,87,mogb_partition_ours_boundary,oos,both_incorrect,31,0.01987179487179487,1560
banking77,0.5,87,ours_partition_mogb_boundary,known,both_correct,812,0.5342105263157895,1520
banking77,0.5,87,ours_partition_mogb_boundary,known,trainable_only_correct,435,0.28618421052631576,1520
banking77,0.5,87,ours_partition_mogb_boundary,known,comparison_only_correct,19,0.0125,1520
banking77,0.5,87,ours_partition_mogb_boundary,known,both_incorrect,254,0.16710526315789473,1520
banking77,0.5,87,ours_partition_mogb_boundary,oos,both_correct,1343,0.860897435897436,1560
banking77,0.5,87,ours_partition_mogb_boundary,oos,trainable_only_correct,27,0.01730769230769231,1560
banking77,0.5,87,ours_partition_mogb_boundary,oos,comparison_only_correct,147,0.09423076923076923,1560
banking77,0.5,87,ours_partition_mogb_boundary,oos,both_incorrect,43,0.027564102564102563,1560
banking77,0.5,100,single_centroid,known,both_correct,1228,0.8078947368421052,1520
banking77,0.5,100,single_centroid,known,trainable_only_correct,24,0.015789473684210527,1520
banking77,0.5,100,single_centroid,known,comparison_only_correct,74,0.04868421052631579,1520
banking77,0.5,100,single_centroid,known,both_incorrect,194,0.12763157894736843,1520
banking77,0.5,100,single_centroid,oos,both_correct,1017,0.6519230769230769,1560
banking77,0.5,100,single_centroid,oos,trainable_only_correct,269,0.17243589743589743,1560
banking77,0.5,100,single_centroid,oos,comparison_only_correct,6,0.0038461538461538464,1560
banking77,0.5,100,single_centroid,oos,both_incorrect,268,0.1717948717948718,1560
banking77,0.5,100,fixed_k2,known,both_correct,1164,0.7657894736842106,1520
banking77,0.5,100,fixed_k2,known,trainable_only_correct,88,0.05789473684210526,1520
banking77,0.5,100,fixed_k2,known,comparison_only_correct,75,0.049342105263157895,1520
banking77,0.5,100,fixed_k2,known,both_incorrect,193,0.12697368421052632,1520
banking77,0.5,100,fixed_k2,oos,both_correct,1117,0.716025641025641,1560
banking77,0.5,100,fixed_k2,oos,trainable_only_correct,169,0.10833333333333334,1560
banking77,0.5,100,fixed_k2,oos,comparison_only_correct,68,0.04358974358974359,1560
banking77,0.5,100,fixed_k2,oos,both_incorrect,206,0.13205128205128205,1560
banking77,0.5,100,random_partition,known,both_correct,1224,0.8052631578947368,1520
banking77,0.5,100,random_partition,known,trainable_only_correct,28,0.018421052631578946,1520
banking77,0.5,100,random_partition,known,comparison_only_correct,81,0.053289473684210525,1520
banking77,0.5,100,random_partition,known,both_incorrect,187,0.12302631578947368,1520
banking77,0.5,100,random_partition,oos,both_correct,980,0.6282051282051282,1560
banking77,0.5,100,random_partition,oos,trainable_only_correct,306,0.19615384615384615,1560
banking77,0.5,100,random_partition,oos,comparison_only_correct,5,0.003205128205128205,1560
banking77,0.5,100,random_partition,oos,both_incorrect,269,0.17243589743589743,1560
banking77,0.5,100,mogb_minilm,known,both_correct,487,0.3203947368421053,1520
banking77,0.5,100,mogb_minilm,known,trainable_only_correct,765,0.5032894736842105,1520
banking77,0.5,100,mogb_minilm,known,comparison_only_correct,1,0.0006578947368421052,1520
banking77,0.5,100,mogb_minilm,known,both_incorrect,267,0.1756578947368421,1520
banking77,0.5,100,mogb_minilm,oos,both_correct,1286,0.8243589743589743,1560
banking77,0.5,100,mogb_minilm,oos,trainable_only_correct,0,0.0,1560
banking77,0.5,100,mogb_minilm,oos,comparison_only_correct,251,0.1608974358974359,1560
banking77,0.5,100,mogb_minilm,oos,both_incorrect,23,0.014743589743589743,1560
banking77,0.5,100,mogb_partition_ours_boundary,known,both_correct,761,0.5006578947368421,1520
banking77,0.5,100,mogb_partition_ours_boundary,known,trainable_only_correct,491,0.32302631578947366,1520
banking77,0.5,100,mogb_partition_ours_boundary,known,comparison_only_correct,8,0.005263157894736842,1520
banking77,0.5,100,mogb_partition_ours_boundary,known,both_incorrect,260,0.17105263157894737,1520
banking77,0.5,100,mogb_partition_ours_boundary,oos,both_correct,1286,0.8243589743589743,1560
banking77,0.5,100,mogb_partition_ours_boundary,oos,trainable_only_correct,0,0.0,1560
banking77,0.5,100,mogb_partition_ours_boundary,oos,comparison_only_correct,218,0.13974358974358975,1560
banking77,0.5,100,mogb_partition_ours_boundary,oos,both_incorrect,56,0.035897435897435895,1560
banking77,0.5,100,ours_partition_mogb_boundary,known,both_correct,772,0.5078947368421053,1520
banking77,0.5,100,ours_partition_mogb_boundary,known,trainable_only_correct,480,0.3157894736842105,1520
banking77,0.5,100,ours_partition_mogb_boundary,known,comparison_only_correct,11,0.007236842105263158,1520
banking77,0.5,100,ours_partition_mogb_boundary,known,both_incorrect,257,0.16907894736842105,1520
banking77,0.5,100,ours_partition_mogb_boundary,oos,both_correct,1283,0.8224358974358974,1560
banking77,0.5,100,ours_partition_mogb_boundary,oos,trainable_only_correct,3,0.0019230769230769232,1560
banking77,0.5,100,ours_partition_mogb_boundary,oos,comparison_only_correct,227,0.14551282051282052,1560
banking77,0.5,100,ours_partition_mogb_boundary,oos,both_incorrect,47,0.03012820512820513,1560
banking77,0.5,123,single_centroid,known,both_correct,1215,0.7993421052631579,1520
banking77,0.5,123,single_centroid,known,trainable_only_correct,46,0.030263157894736843,1520
banking77,0.5,123,single_centroid,known,comparison_only_correct,96,0.06315789473684211,1520
banking77,0.5,123,single_centroid,known,both_incorrect,163,0.10723684210526316,1520
banking77,0.5,123,single_centroid,oos,both_correct,931,0.5967948717948718,1560
banking77,0.5,123,single_centroid,oos,trainable_only_correct,305,0.1955128205128205,1560
banking77,0.5,123,single_centroid,oos,comparison_only_correct,23,0.014743589743589743,1560
banking77,0.5,123,single_centroid,oos,both_incorrect,301,0.19294871794871796,1560
banking77,0.5,123,fixed_k2,known,both_correct,1167,0.7677631578947368,1520
banking77,0.5,123,fixed_k2,known,trainable_only_correct,94,0.06184210526315789,1520
banking77,0.5,123,fixed_k2,known,comparison_only_correct,86,0.056578947368421055,1520
banking77,0.5,123,fixed_k2,known,both_incorrect,173,0.11381578947368422,1520
banking77,0.5,123,fixed_k2,oos,both_correct,983,0.6301282051282051,1560
banking77,0.5,123,fixed_k2,oos,trainable_only_correct,253,0.1621794871794872,1560
banking77,0.5,123,fixed_k2,oos,comparison_only_correct,72,0.046153846153846156,1560
banking77,0.5,123,fixed_k2,oos,both_incorrect,252,0.16153846153846155,1560
banking77,0.5,123,random_partition,known,both_correct,1223,0.8046052631578947,1520
banking77,0.5,123,random_partition,known,trainable_only_correct,38,0.025,1520
banking77,0.5,123,random_partition,known,comparison_only_correct,96,0.06315789473684211,1520
banking77,0.5,123,random_partition,known,both_incorrect,163,0.10723684210526316,1520
banking77,0.5,123,random_partition,oos,both_correct,909,0.5826923076923077,1560
banking77,0.5,123,random_partition,oos,trainable_only_correct,327,0.20961538461538462,1560
banking77,0.5,123,random_partition,oos,comparison_only_correct,20,0.01282051282051282,1560
banking77,0.5,123,random_partition,oos,both_incorrect,304,0.19487179487179487,1560
banking77,0.5,123,mogb_minilm,known,both_correct,533,0.3506578947368421,1520
banking77,0.5,123,mogb_minilm,known,trainable_only_correct,728,0.4789473684210526,1520
banking77,0.5,123,mogb_minilm,known,comparison_only_correct,5,0.003289473684210526,1520
banking77,0.5,123,mogb_minilm,known,both_incorrect,254,0.16710526315789473,1520
banking77,0.5,123,mogb_minilm,oos,both_correct,1236,0.7923076923076923,1560
banking77,0.5,123,mogb_minilm,oos,trainable_only_correct,0,0.0,1560
banking77,0.5,123,mogb_minilm,oos,comparison_only_correct,298,0.191025641025641,1560
banking77,0.5,123,mogb_minilm,oos,both_incorrect,26,0.016666666666666666,1560
banking77,0.5,123,mogb_partition_ours_boundary,known,both_correct,811,0.5335526315789474,1520
banking77,0.5,123,mogb_partition_ours_boundary,known,trainable_only_correct,450,0.29605263157894735,1520
banking77,0.5,123,mogb_partition_ours_boundary,known,comparison_only_correct,10,0.006578947368421052,1520
banking77,0.5,123,mogb_partition_ours_boundary,known,both_incorrect,249,0.16381578947368422,1520
banking77,0.5,123,mogb_partition_ours_boundary,oos,both_correct,1234,0.791025641025641,1560
banking77,0.5,123,mogb_partition_ours_boundary,oos,trainable_only_correct,2,0.001282051282051282,1560
banking77,0.5,123,mogb_partition_ours_boundary,oos,comparison_only_correct,251,0.1608974358974359,1560
banking77,0.5,123,mogb_partition_ours_boundary,oos,both_incorrect,73,0.046794871794871795,1560
banking77,0.5,123,ours_partition_mogb_boundary,known,both_correct,793,0.5217105263157895,1520
banking77,0.5,123,ours_partition_mogb_boundary,known,trainable_only_correct,468,0.3078947368421053,1520
banking77,0.5,123,ours_partition_mogb_boundary,known,comparison_only_correct,7,0.004605263157894736,1520
banking77,0.5,123,ours_partition_mogb_boundary,known,both_incorrect,252,0.16578947368421051,1520
banking77,0.5,123,ours_partition_mogb_boundary,oos,both_correct,1216,0.7794871794871795,1560
banking77,0.5,123,ours_partition_mogb_boundary,oos,trainable_only_correct,20,0.01282051282051282,1560
banking77,0.5,123,ours_partition_mogb_boundary,oos,comparison_only_correct,229,0.1467948717948718,1560
banking77,0.5,123,ours_partition_mogb_boundary,oos,both_incorrect,95,0.060897435897435896,1560
banking77,0.75,13,single_centroid,known,both_correct,1855,0.7995689655172413,2320
banking77,0.75,13,single_centroid,known,trainable_only_correct,64,0.027586206896551724,2320
banking77,0.75,13,single_centroid,known,comparison_only_correct,144,0.06206896551724138,2320
banking77,0.75,13,single_centroid,known,both_incorrect,257,0.11077586206896552,2320
banking77,0.75,13,single_centroid,oos,both_correct,319,0.41973684210526313,760
banking77,0.75,13,single_centroid,oos,trainable_only_correct,253,0.33289473684210524,760
banking77,0.75,13,single_centroid,oos,comparison_only_correct,11,0.014473684210526316,760
banking77,0.75,13,single_centroid,oos,both_incorrect,177,0.23289473684210527,760
banking77,0.75,13,fixed_k2,known,both_correct,1805,0.7780172413793104,2320
banking77,0.75,13,fixed_k2,known,trainable_only_correct,114,0.04913793103448276,2320
banking77,0.75,13,fixed_k2,known,comparison_only_correct,130,0.05603448275862069,2320
banking77,0.75,13,fixed_k2,known,both_incorrect,271,0.1168103448275862,2320
banking77,0.75,13,fixed_k2,oos,both_correct,407,0.5355263157894737,760
banking77,0.75,13,fixed_k2,oos,trainable_only_correct,165,0.21710526315789475,760
banking77,0.75,13,fixed_k2,oos,comparison_only_correct,26,0.034210526315789476,760
banking77,0.75,13,fixed_k2,oos,both_incorrect,162,0.2131578947368421,760
banking77,0.75,13,random_partition,known,both_correct,1875,0.8081896551724138,2320
banking77,0.75,13,random_partition,known,trainable_only_correct,44,0.01896551724137931,2320
banking77,0.75,13,random_partition,known,comparison_only_correct,149,0.06422413793103449,2320
banking77,0.75,13,random_partition,known,both_incorrect,252,0.10862068965517241,2320
banking77,0.75,13,random_partition,oos,both_correct,309,0.40657894736842104,760
banking77,0.75,13,random_partition,oos,trainable_only_correct,263,0.3460526315789474,760
banking77,0.75,13,random_partition,oos,comparison_only_correct,10,0.013157894736842105,760
banking77,0.75,13,random_partition,oos,both_incorrect,178,0.23421052631578948,760
banking77,0.75,13,mogb_minilm,known,both_correct,683,0.2943965517241379,2320
banking77,0.75,13,mogb_minilm,known,trainable_only_correct,1236,0.5327586206896552,2320
banking77,0.75,13,mogb_minilm,known,comparison_only_correct,4,0.0017241379310344827,2320
banking77,0.75,13,mogb_minilm,known,both_incorrect,397,0.1711206896551724,2320
banking77,0.75,13,mogb_minilm,oos,both_correct,572,0.7526315789473684,760
banking77,0.75,13,mogb_minilm,oos,trainable_only_correct,0,0.0,760
banking77,0.75,13,mogb_minilm,oos,comparison_only_correct,178,0.23421052631578948,760
banking77,0.75,13,mogb_minilm,oos,both_incorrect,10,0.013157894736842105,760
banking77,0.75,13,mogb_partition_ours_boundary,known,both_correct,1073,0.4625,2320
banking77,0.75,13,mogb_partition_ours_boundary,known,trainable_only_correct,846,0.3646551724137931,2320
banking77,0.75,13,mogb_partition_ours_boundary,known,comparison_only_correct,12,0.005172413793103448,2320
banking77,0.75,13,mogb_partition_ours_boundary,known,both_incorrect,389,0.16767241379310344,2320
banking77,0.75,13,mogb_partition_ours_boundary,oos,both_correct,572,0.7526315789473684,760
banking77,0.75,13,mogb_partition_ours_boundary,oos,trainable_only_correct,0,0.0,760
banking77,0.75,13,mogb_partition_ours_boundary,oos,comparison_only_correct,153,0.2013157894736842,760
banking77,0.75,13,mogb_partition_ours_boundary,oos,both_incorrect,35,0.046052631578947366,760
banking77,0.75,13,ours_partition_mogb_boundary,known,both_correct,1236,0.5327586206896552,2320
banking77,0.75,13,ours_partition_mogb_boundary,known,trainable_only_correct,683,0.2943965517241379,2320
banking77,0.75,13,ours_partition_mogb_boundary,known,comparison_only_correct,18,0.007758620689655172,2320
banking77,0.75,13,ours_partition_mogb_boundary,known,both_incorrect,383,0.16508620689655173,2320
banking77,0.75,13,ours_partition_mogb_boundary,oos,both_correct,560,0.7368421052631579,760
banking77,0.75,13,ours_partition_mogb_boundary,oos,trainable_only_correct,12,0.015789473684210527,760
banking77,0.75,13,ours_partition_mogb_boundary,oos,comparison_only_correct,123,0.1618421052631579,760
banking77,0.75,13,ours_partition_mogb_boundary,oos,both_incorrect,65,0.08552631578947369,760
banking77,0.75,42,single_centroid,known,both_correct,1850,0.7974137931034483,2320
banking77,0.75,42,single_centroid,known,trainable_only_correct,75,0.032327586206896554,2320
banking77,0.75,42,single_centroid,known,comparison_only_correct,153,0.06594827586206897,2320
banking77,0.75,42,single_centroid,known,both_incorrect,242,0.10431034482758621,2320
banking77,0.75,42,single_centroid,oos,both_correct,425,0.5592105263157895,760
banking77,0.75,42,single_centroid,oos,trainable_only_correct,235,0.3092105263157895,760
banking77,0.75,42,single_centroid,oos,comparison_only_correct,6,0.007894736842105263,760
banking77,0.75,42,single_centroid,oos,both_incorrect,94,0.12368421052631579,760
banking77,0.75,42,fixed_k2,known,both_correct,1780,0.7672413793103449,2320
banking77,0.75,42,fixed_k2,known,trainable_only_correct,145,0.0625,2320
banking77,0.75,42,fixed_k2,known,comparison_only_correct,142,0.061206896551724135,2320
banking77,0.75,42,fixed_k2,known,both_incorrect,253,0.10905172413793103,2320
banking77,0.75,42,fixed_k2,oos,both_correct,495,0.6513157894736842,760
banking77,0.75,42,fixed_k2,oos,trainable_only_correct,165,0.21710526315789475,760
banking77,0.75,42,fixed_k2,oos,comparison_only_correct,17,0.02236842105263158,760
banking77,0.75,42,fixed_k2,oos,both_incorrect,83,0.10921052631578948,760
banking77,0.75,42,random_partition,known,both_correct,1859,0.8012931034482759,2320
banking77,0.75,42,random_partition,known,trainable_only_correct,66,0.028448275862068967,2320
banking77,0.75,42,random_partition,known,comparison_only_correct,157,0.06767241379310344,2320
banking77,0.75,42,random_partition,known,both_incorrect,238,0.10258620689655172,2320
banking77,0.75,42,random_partition,oos,both_correct,428,0.5631578947368421,760
banking77,0.75,42,random_partition,oos,trainable_only_correct,232,0.30526315789473685,760
banking77,0.75,42,random_partition,oos,comparison_only_correct,4,0.005263157894736842,760
banking77,0.75,42,random_partition,oos,both_incorrect,96,0.12631578947368421,760
banking77,0.75,42,mogb_minilm,known,both_correct,642,0.2767241379310345,2320
banking77,0.75,42,mogb_minilm,known,trainable_only_correct,1283,0.5530172413793103,2320
banking77,0.75,42,mogb_minilm,known,comparison_only_correct,6,0.002586206896551724,2320
banking77,0.75,42,mogb_minilm,known,both_incorrect,389,0.16767241379310344,2320
banking77,0.75,42,mogb_minilm,oos,both_correct,659,0.8671052631578947,760
banking77,0.75,42,mogb_minilm,oos,trainable_only_correct,1,0.0013157894736842105,760
banking77,0.75,42,mogb_minilm,oos,comparison_only_correct,95,0.125,760
banking77,0.75,42,mogb_minilm,oos,both_incorrect,5,0.006578947368421052,760
banking77,0.75,42,mogb_partition_ours_boundary,known,both_correct,997,0.42974137931034484,2320
banking77,0.75,42,mogb_partition_ours_boundary,known,trainable_only_correct,928,0.4,2320
banking77,0.75,42,mogb_partition_ours_boundary,known,comparison_only_correct,18,0.007758620689655172,2320
banking77,0.75,42,mogb_partition_ours_boundary,known,both_incorrect,377,0.1625,2320
banking77,0.75,42,mogb_partition_ours_boundary,oos,both_correct,658,0.8657894736842106,760
banking77,0.75,42,mogb_partition_ours_boundary,oos,trainable_only_correct,2,0.002631578947368421,760
banking77,0.75,42,mogb_partition_ours_boundary,oos,comparison_only_correct,83,0.10921052631578948,760
banking77,0.75,42,mogb_partition_ours_boundary,oos,both_incorrect,17,0.02236842105263158,760
banking77,0.75,42,ours_partition_mogb_boundary,known,both_correct,1221,0.5262931034482758,2320
banking77,0.75,42,ours_partition_mogb_boundary,known,trainable_only_correct,704,0.30344827586206896,2320
banking77,0.75,42,ours_partition_mogb_boundary,known,comparison_only_correct,17,0.007327586206896552,2320
banking77,0.75,42,ours_partition_mogb_boundary,known,both_incorrect,378,0.1629310344827586,2320
banking77,0.75,42,ours_partition_mogb_boundary,oos,both_correct,637,0.8381578947368421,760
banking77,0.75,42,ours_partition_mogb_boundary,oos,trainable_only_correct,23,0.030263157894736843,760
banking77,0.75,42,ours_partition_mogb_boundary,oos,comparison_only_correct,61,0.08026315789473684,760
banking77,0.75,42,ours_partition_mogb_boundary,oos,both_incorrect,39,0.05131578947368421,760
banking77,0.75,87,single_centroid,known,both_correct,1822,0.7853448275862069,2320
banking77,0.75,87,single_centroid,known,trainable_only_correct,84,0.03620689655172414,2320
banking77,0.75,87,single_centroid,known,comparison_only_correct,171,0.07370689655172413,2320
banking77,0.75,87,single_centroid,known,both_incorrect,243,0.10474137931034483,2320
banking77,0.75,87,single_centroid,oos,both_correct,427,0.5618421052631579,760
banking77,0.75,87,single_centroid,oos,trainable_only_correct,203,0.26710526315789473,760
banking77,0.75,87,single_centroid,oos,comparison_only_correct,4,0.005263157894736842,760
banking77,0.75,87,single_centroid,oos,both_incorrect,126,0.16578947368421051,760
banking77,0.75,87,fixed_k2,known,both_correct,1771,0.7633620689655173,2320
banking77,0.75,87,fixed_k2,known,trainable_only_correct,135,0.05818965517241379,2320
banking77,0.75,87,fixed_k2,known,comparison_only_correct,163,0.07025862068965517,2320
banking77,0.75,87,fixed_k2,known,both_incorrect,251,0.10818965517241379,2320
banking77,0.75,87,fixed_k2,oos,both_correct,476,0.6263157894736842,760
banking77,0.75,87,fixed_k2,oos,trainable_only_correct,154,0.2026315789473684,760
banking77,0.75,87,fixed_k2,oos,comparison_only_correct,22,0.02894736842105263,760
banking77,0.75,87,fixed_k2,oos,both_incorrect,108,0.14210526315789473,760
banking77,0.75,87,random_partition,known,both_correct,1836,0.7913793103448276,2320
banking77,0.75,87,random_partition,known,trainable_only_correct,70,0.03017241379310345,2320
banking77,0.75,87,random_partition,known,comparison_only_correct,178,0.07672413793103448,2320
banking77,0.75,87,random_partition,known,both_incorrect,236,0.10172413793103448,2320
banking77,0.75,87,random_partition,oos,both_correct,404,0.531578947368421,760
banking77,0.75,87,random_partition,oos,trainable_only_correct,226,0.29736842105263156,760
banking77,0.75,87,random_partition,oos,comparison_only_correct,2,0.002631578947368421,760
banking77,0.75,87,random_partition,oos,both_incorrect,128,0.16842105263157894,760
banking77,0.75,87,mogb_minilm,known,both_correct,699,0.30129310344827587,2320
banking77,0.75,87,mogb_minilm,known,trainable_only_correct,1207,0.5202586206896552,2320
banking77,0.75,87,mogb_minilm,known,comparison_only_correct,8,0.0034482758620689655,2320
banking77,0.75,87,mogb_minilm,known,both_incorrect,406,0.175,2320
banking77,0.75,87,mogb_minilm,oos,both_correct,630,0.8289473684210527,760
banking77,0.75,87,mogb_minilm,oos,trainable_only_correct,0,0.0,760
banking77,0.75,87,mogb_minilm,oos,comparison_only_correct,125,0.16447368421052633,760
banking77,0.75,87,mogb_minilm,oos,both_incorrect,5,0.006578947368421052,760
banking77,0.75,87,mogb_partition_ours_boundary,known,both_correct,1122,0.4836206896551724,2320
banking77,0.75,87,mogb_partition_ours_boundary,known,trainable_only_correct,784,0.33793103448275863,2320
banking77,0.75,87,mogb_partition_ours_boundary,known,comparison_only_correct,22,0.009482758620689655,2320
banking77,0.75,87,mogb_partition_ours_boundary,known,both_incorrect,392,0.16896551724137931,2320
banking77,0.75,87,mogb_partition_ours_boundary,oos,both_correct,629,0.8276315789473684,760
banking77,0.75,87,mogb_partition_ours_boundary,oos,trainable_only_correct,1,0.0013157894736842105,760
banking77,0.75,87,mogb_partition_ours_boundary,oos,comparison_only_correct,88,0.11578947368421053,760
banking77,0.75,87,mogb_partition_ours_boundary,oos,both_incorrect,42,0.05526315789473684,760
banking77,0.75,87,ours_partition_mogb_boundary,known,both_correct,1231,0.530603448275862,2320
banking77,0.75,87,ours_partition_mogb_boundary,known,trainable_only_correct,675,0.29094827586206895,2320
banking77,0.75,87,ours_partition_mogb_boundary,known,comparison_only_correct,23,0.009913793103448277,2320
banking77,0.75,87,ours_partition_mogb_boundary,known,both_incorrect,391,0.16853448275862068,2320
banking77,0.75,87,ours_partition_mogb_boundary,oos,both_correct,617,0.8118421052631579,760
banking77,0.75,87,ours_partition_mogb_boundary,oos,trainable_only_correct,13,0.017105263157894738,760
banking77,0.75,87,ours_partition_mogb_boundary,oos,comparison_only_correct,87,0.11447368421052631,760
banking77,0.75,87,ours_partition_mogb_boundary,oos,both_incorrect,43,0.056578947368421055,760
banking77,0.75,100,single_centroid,known,both_correct,1834,0.7905172413793103,2320
banking77,0.75,100,single_centroid,known,trainable_only_correct,72,0.03103448275862069,2320
banking77,0.75,100,single_centroid,known,comparison_only_correct,170,0.07327586206896551,2320
banking77,0.75,100,single_centroid,known,both_incorrect,244,0.10517241379310345,2320
banking77,0.75,100,single_centroid,oos,both_correct,391,0.5144736842105263,760
banking77,0.75,100,single_centroid,oos,trainable_only_correct,214,0.28157894736842104,760
banking77,0.75,100,single_centroid,oos,comparison_only_correct,5,0.006578947368421052,760
banking77,0.75,100,single_centroid,oos,both_incorrect,150,0.19736842105263158,760
banking77,0.75,100,fixed_k2,known,both_correct,1776,0.7655172413793103,2320
banking77,0.75,100,fixed_k2,known,trainable_only_correct,130,0.05603448275862069,2320
banking77,0.75,100,fixed_k2,known,comparison_only_correct,141,0.060775862068965514,2320
banking77,0.75,100,fixed_k2,known,both_incorrect,273,0.11767241379310345,2320
banking77,0.75,100,fixed_k2,oos,both_correct,466,0.6131578947368421,760
banking77,0.75,100,fixed_k2,oos,trainable_only_correct,139,0.18289473684210528,760
banking77,0.75,100,fixed_k2,oos,comparison_only_correct,25,0.03289473684210526,760
banking77,0.75,100,fixed_k2,oos,both_incorrect,130,0.17105263157894737,760
banking77,0.75,100,random_partition,known,both_correct,1842,0.7939655172413793,2320
banking77,0.75,100,random_partition,known,trainable_only_correct,64,0.027586206896551724,2320
banking77,0.75,100,random_partition,known,comparison_only_correct,184,0.07931034482758621,2320
banking77,0.75,100,random_partition,known,both_incorrect,230,0.09913793103448276,2320
banking77,0.75,100,random_partition,oos,both_correct,387,0.5092105263157894,760
banking77,0.75,100,random_partition,oos,trainable_only_correct,218,0.2868421052631579,760
banking77,0.75,100,random_partition,oos,comparison_only_correct,6,0.007894736842105263,760
banking77,0.75,100,random_partition,oos,both_incorrect,149,0.19605263157894737,760
banking77,0.75,100,mogb_minilm,known,both_correct,636,0.27413793103448275,2320
banking77,0.75,100,mogb_minilm,known,trainable_only_correct,1270,0.5474137931034483,2320
banking77,0.75,100,mogb_minilm,known,comparison_only_correct,5,0.0021551724137931034,2320
banking77,0.75,100,mogb_minilm,known,both_incorrect,409,0.17629310344827587,2320
banking77,0.75,100,mogb_minilm,oos,both_correct,605,0.7960526315789473,760
banking77,0.75,100,mogb_minilm,oos,trainable_only_correct,0,0.0,760
banking77,0.75,100,mogb_minilm,oos,comparison_only_correct,149,0.19605263157894737,760
banking77,0.75,100,mogb_minilm,oos,both_incorrect,6,0.007894736842105263,760
banking77,0.75,100,mogb_partition_ours_boundary,known,both_correct,1052,0.453448275862069,2320
banking77,0.75,100,mogb_partition_ours_boundary,known,trainable_only_correct,854,0.36810344827586206,2320
banking77,0.75,100,mogb_partition_ours_boundary,known,comparison_only_correct,19,0.008189655172413794,2320
banking77,0.75,100,mogb_partition_ours_boundary,known,both_incorrect,395,0.17025862068965517,2320
banking77,0.75,100,mogb_partition_ours_boundary,oos,both_correct,596,0.7842105263157895,760
banking77,0.75,100,mogb_partition_ours_boundary,oos,trainable_only_correct,9,0.011842105263157895,760
banking77,0.75,100,mogb_partition_ours_boundary,oos,comparison_only_correct,119,0.15657894736842104,760
banking77,0.75,100,mogb_partition_ours_boundary,oos,both_incorrect,36,0.04736842105263158,760
banking77,0.75,100,ours_partition_mogb_boundary,known,both_correct,1207,0.5202586206896552,2320
banking77,0.75,100,ours_partition_mogb_boundary,known,trainable_only_correct,699,0.30129310344827587,2320
banking77,0.75,100,ours_partition_mogb_boundary,known,comparison_only_correct,16,0.006896551724137931,2320
banking77,0.75,100,ours_partition_mogb_boundary,known,both_incorrect,398,0.17155172413793104,2320
banking77,0.75,100,ours_partition_mogb_boundary,oos,both_correct,594,0.781578947368421,760
banking77,0.75,100,ours_partition_mogb_boundary,oos,trainable_only_correct,11,0.014473684210526316,760
banking77,0.75,100,ours_partition_mogb_boundary,oos,comparison_only_correct,108,0.14210526315789473,760
banking77,0.75,100,ours_partition_mogb_boundary,oos,both_incorrect,47,0.06184210526315789,760
banking77,0.75,123,single_centroid,known,both_correct,1845,0.7952586206896551,2320
banking77,0.75,123,single_centroid,known,trainable_only_correct,59,0.02543103448275862,2320
banking77,0.75,123,single_centroid,known,comparison_only_correct,180,0.07758620689655173,2320
banking77,0.75,123,single_centroid,known,both_incorrect,236,0.10172413793103448,2320
banking77,0.75,123,single_centroid,oos,both_correct,381,0.5013157894736842,760
banking77,0.75,123,single_centroid,oos,trainable_only_correct,207,0.2723684210526316,760
banking77,0.75,123,single_centroid,oos,comparison_only_correct,7,0.009210526315789473,760
banking77,0.75,123,single_centroid,oos,both_incorrect,165,0.21710526315789475,760
banking77,0.75,123,fixed_k2,known,both_correct,1779,0.7668103448275863,2320
banking77,0.75,123,fixed_k2,known,trainable_only_correct,125,0.05387931034482758,2320
banking77,0.75,123,fixed_k2,known,comparison_only_correct,157,0.06767241379310344,2320
banking77,0.75,123,fixed_k2,known,both_incorrect,259,0.11163793103448276,2320
banking77,0.75,123,fixed_k2,oos,both_correct,462,0.6078947368421053,760
banking77,0.75,123,fixed_k2,oos,trainable_only_correct,126,0.16578947368421051,760
banking77,0.75,123,fixed_k2,oos,comparison_only_correct,33,0.04342105263157895,760
banking77,0.75,123,fixed_k2,oos,both_incorrect,139,0.18289473684210528,760
banking77,0.75,123,random_partition,known,both_correct,1852,0.7982758620689655,2320
banking77,0.75,123,random_partition,known,trainable_only_correct,52,0.022413793103448276,2320
banking77,0.75,123,random_partition,known,comparison_only_correct,192,0.08275862068965517,2320
banking77,0.75,123,random_partition,known,both_incorrect,224,0.09655172413793103,2320
banking77,0.75,123,random_partition,oos,both_correct,370,0.4868421052631579,760
